item_id,isolation,ts
U2S1-0037,DECISIVE,2026-09-14T08:47:05Z
U2S1-0038,DECISIVE,2026-09-14T08:47:08Z
U2S1-0039,DECISIVE,2026-09-14T08:47:11Z
U2S1-0040,DECISIVE,2026-09-14T08:47:21Z
U2S1-0041,NOT_DECISIVE,2026-09-14T08:47:23Z
U2S1-0042,DECISIVE,2026-09-14T08:47:26Z
U2S1-0043,DECISIVE,2026-09-14T08:47:27Z
U2S1-0044,DECISIVE,2026-09-14T08:47:31Z
U2S1-0045,DECISIVE,2026-09-14T08:47:33Z
U2S1-0046,NOT_DECISIVE,2026-09-14T08:47:39Z
U2S1-0047,DECISIVE,2026-09-14T08:47:41Z
U2S1-0048,NOT_DECISIVE,2026-09-14T08:47:44Z
U2S1-0049,NOT_DECISIVE,2026-09-14T08:47:51Z
U2S1-0050,NOT_DECISIVE,2026-09-14T08:47:57Z
U2S1-0051,DECISIVE,2026-09-14T08:48:00Z
U2S1-0052,DECISIVE,2026-09-14T08:48:09Z
U2S1-0053,DECISIVE,2026-09-14T08:48:13Z
U2S1-0054,NOT_DECISIVE,2026-09-14T08:48:20Z
U2S1-0055,NOT_DECISIVE,2026-09-14T08:48:29Z
U2S1-0056,DECISIVE,2026-09-14T08:48:37Z
U2S1-0057,NOT_DECISIVE,2026-09-14T08:48:41Z
U2S1-0058,NOT_DECISIVE,2026-09-14T08:48:43Z
U2S1-0059,NOT_DECISIVE,2026-09-14T08:49:05Z
U2S1-0060,NOT_DECISIVE,2026-09-14T08:49:08Z
U2S1-0061,DECISIVE,2026-09-14T08:49:31Z
U2S1-0062,NOT_DECISIVE,2026-09-14T08:49:38Z
U2S1-0063,DECISIVE,2026-09-14T08:49:43Z
U2S1-0064,DECISIVE,2026-09-14T08:49:46Z
U2S1-0065,DECISIVE,2026-09-14T08:49:57Z
U2S1-0066,NOT_DECISIVE,2026-09-14T08:50:01Z
U2S1-0067,DECISIVE,2026-09-14T08:50:05Z
U2S1-0068,NOT_DECISIVE,2026-09-14T08:50:10Z
U2S1-0069,NOT_DECISIVE,2026-09-14T08:50:23Z
U2S1-0070,DECISIVE,2026-09-14T08:50:28Z
U2S1-0071,NOT_DECISIVE,2026-09-14T08:50:35Z
U2S1-0072,NOT_DECISIVE,2026-09-14T08:50:39Z
U2S1-0073,NOT_DECISIVE,2026-09-14T08:50:49Z
U2S1-0074,NOT_DECISIVE,2026-09-14T08:50:51Z
U2S1-0075,NOT_DECISIVE,2026-09-14T08:50:56Z
U2S1-0076,UNCLEAR,2026-09-14T08:50:57Z
U2S1-0077,DECISIVE,2026-09-14T08:50:59Z
U2S1-0078,NOT_DECISIVE,2026-09-14T08:51:10Z
U2S1-0079,NOT_DECISIVE,2026-09-14T08:51:19Z
U2S1-0080,NOT_DECISIVE,2026-09-14T08:51:24Z
U2S1-0081,DECISIVE,2026-09-14T08:51:26Z
U2S1-0082,NOT_DECISIVE,2026-09-14T08:51:28Z
U2S1-0083,NOT_DECISIVE,2026-09-14T08:51:35Z
U2S1-0084,DECISIVE,2026-09-14T08:51:38Z
U2S1-0085,DECISIVE,2026-09-14T08:51:44Z
U2S1-0086,DECISIVE,2026-09-14T08:51:45Z
U2S1-0087,NOT_DECISIVE,2026-09-14T08:51:48Z
U2S1-0088,DECISIVE,2026-09-14T08:51:51Z
U2S1-0089,NOT_DECISIVE,2026-09-14T08:51:57Z
U2S1-0090,NOT_DECISIVE,2026-09-14T08:52:01Z
U2S1-0091,DECISIVE,2026-09-14T08:52:02Z
U2S1-0092,DECISIVE,2026-09-14T08:52:04Z
U2S1-0093,DECISIVE,2026-09-14T08:52:08Z
U2S1-0094,NOT_DECISIVE,2026-09-14T08:52:12Z
U2S1-0095,DECISIVE,2026-09-14T08:52:15Z
U2S1-0096,NOT_DECISIVE,2026-09-14T08:52:18Z
U2S1-0097,NOT_DECISIVE,2026-09-14T08:52:19Z
U2S1-0098,NOT_DECISIVE,2026-09-14T08:52:25Z
U2S1-0099,DECISIVE,2026-09-14T08:52:34Z
U2S1-0100,NOT_DECISIVE,2026-09-14T08:52:43Z
U2S1-0101,NOT_DECISIVE,2026-09-14T08:53:53Z
U2S1-0102,NOT_DECISIVE,2026-09-14T08:53:57Z
U2S1-0103,DECISIVE,2026-09-14T08:54:00Z
U2S1-0104,DECISIVE,2026-09-14T08:54:04Z
U2S1-0105,NOT_DECISIVE,2026-09-14T08:54:07Z
U2S1-0106,DECISIVE,2026-09-14T08:54:15Z
U2S1-0107,DECISIVE,2026-09-14T08:54:16Z
U2S1-0108,DECISIVE,2026-09-14T08:54:17Z
U2S1-0109,NOT_DECISIVE,2026-09-14T08:54:20Z
U2S1-0110,DECISIVE,2026-09-14T08:54:22Z
U2S1-0111,NOT_DECISIVE,2026-09-14T08:54:27Z
U2S1-0112,NOT_DECISIVE,2026-09-14T08:54:28Z
U2S1-0113,NOT_DECISIVE,2026-09-14T08:54:29Z
U2S1-0114,NOT_DECISIVE,2026-09-14T08:54:30Z
U2S1-0115,NOT_DECISIVE,2026-09-14T08:54:32Z
U2S1-0116,DECISIVE,2026-09-14T08:54:42Z
U2S1-0117,NOT_DECISIVE,2026-09-14T08:54:44Z
U2S1-0118,DECISIVE,2026-09-14T08:54:46Z
U2S1-0119,NOT_DECISIVE,2026-09-14T08:54:50Z
U2S1-0120,DECISIVE,2026-09-14T08:54:52Z
U2S1-0121,DECISIVE,2026-09-14T08:54:53Z
U2S1-0122,DECISIVE,2026-09-14T08:54:55Z
U2S1-0123,NOT_DECISIVE,2026-09-14T08:54:56Z
U2S1-0124,DECISIVE,2026-09-14T08:55:00Z
U2S1-0125,DECISIVE,2026-09-14T08:55:07Z
U2S1-0126,NOT_DECISIVE,2026-09-14T08:55:10Z
U2S1-0127,NOT_DECISIVE,2026-09-14T08:55:15Z
U2S1-0128,NOT_DECISIVE,2026-09-14T08:55:27Z
U2S1-0129,NOT_DECISIVE,2026-09-14T08:55:36Z
U2S1-0130,DECISIVE,2026-09-14T08:55:39Z
U2S1-0131,DECISIVE,2026-09-14T08:55:43Z
U2S1-0132,NOT_DECISIVE,2026-09-14T08:55:50Z
U2S1-0133,DECISIVE,2026-09-14T08:55:55Z
U2S1-0134,NOT_DECISIVE,2026-09-14T08:55:59Z
U2S1-0135,DECISIVE,2026-09-14T08:56:00Z
U2S1-0136,DECISIVE,2026-09-14T08:56:05Z
U2S1-0137,NOT_DECISIVE,2026-09-14T08:56:07Z
U2S1-0138,NOT_DECISIVE,2026-09-14T08:56:09Z
U2S1-0139,DECISIVE,2026-09-14T08:56:10Z
U2S1-0140,NOT_DECISIVE,2026-09-14T08:56:12Z
U2S1-0141,DECISIVE,2026-09-14T08:56:14Z
U2S1-0142,NOT_DECISIVE,2026-09-14T08:56:17Z
U2S1-0143,NOT_DECISIVE,2026-09-14T08:56:19Z
U2S1-0144,NOT_DECISIVE,2026-09-14T08:56:21Z
U2S1-0145,NOT_DECISIVE,2026-09-14T08:56:22Z
U2S1-0146,NOT_DECISIVE,2026-09-14T08:56:30Z
U2S1-0147,NOT_DECISIVE,2026-09-14T08:56:39Z
U2S1-0148,NOT_DECISIVE,2026-09-14T08:56:42Z
U2S1-0149,NOT_DECISIVE,2026-09-14T08:56:44Z
U2S1-0150,DECISIVE,2026-09-14T08:56:51Z
U2S1-0151,NOT_DECISIVE,2026-09-14T08:56:55Z
U2S1-0152,NOT_DECISIVE,2026-09-14T08:56:59Z
U2S1-0153,NOT_DECISIVE,2026-09-14T08:57:01Z
U2S1-0154,DECISIVE,2026-09-14T08:57:03Z
U2S1-0155,DECISIVE,2026-09-14T08:57:08Z
U2S1-0156,NOT_DECISIVE,2026-09-14T08:57:12Z
U2S1-0157,NOT_DECISIVE,2026-09-14T08:57:14Z
U2S1-0158,NOT_DECISIVE,2026-09-14T08:57:16Z
U2S1-0159,DECISIVE,2026-09-14T08:57:21Z
U2S1-0160,NOT_DECISIVE,2026-09-14T08:57:26Z
U2S1-0161,NOT_DECISIVE,2026-09-14T08:57:30Z
U2S1-0162,NOT_DECISIVE,2026-09-14T08:57:32Z
U2S1-0163,NOT_DECISIVE,2026-09-14T08:57:39Z
U2S1-0164,NOT_DECISIVE,2026-09-14T08:57:41Z
U2S1-0165,NOT_DECISIVE,2026-09-14T08:57:43Z
U2S1-0166,NOT_DECISIVE,2026-09-14T08:57:44Z
U2S1-0167,NOT_DECISIVE,2026-09-14T08:57:45Z
U2S1-0168,DECISIVE,2026-09-14T08:57:51Z
U2S1-0169,DECISIVE,2026-09-14T08:57:55Z
U2S1-0170,DECISIVE,2026-09-14T08:57:58Z
U2S1-0171,NOT_DECISIVE,2026-09-14T08:58:01Z
U2S1-0172,DECISIVE,2026-09-14T08:58:02Z
U2S1-0173,NOT_DECISIVE,2026-09-14T08:58:09Z
U2S1-0174,NOT_DECISIVE,2026-09-14T08:58:10Z
