item_id,equivalence,ts
U2S2-0158,EQUIVALENT,2026-09-14T14:45:28Z
U2S2-0159,EQUIVALENT,2026-09-14T14:45:28Z
U2S2-0160,EQUIVALENT,2026-09-14T14:45:28Z
U2S2-0161,EQUIVALENT,2026-09-14T14:45:29Z
U2S2-0162,EQUIVALENT,2026-09-14T14:45:29Z
U2S2-0163,EQUIVALENT,2026-09-14T14:45:29Z
U2S2-0164,EQUIVALENT,2026-09-14T14:45:30Z
U2S2-0165,EQUIVALENT,2026-09-14T14:45:30Z
U2S2-0166,EQUIVALENT,2026-09-14T14:45:30Z
U2S2-0167,EQUIVALENT,2026-09-14T14:45:30Z
U2S2-0168,EQUIVALENT,2026-09-14T14:45:31Z
U2S2-0169,EQUIVALENT,2026-09-14T14:45:31Z
U2S2-0170,EQUIVALENT,2026-09-14T14:45:31Z
U2S2-0171,EQUIVALENT,2026-09-14T14:45:32Z
U2S2-0172,EQUIVALENT,2026-09-14T14:45:32Z
U2S2-0173,EQUIVALENT,2026-09-14T14:45:33Z
U2S2-0174,EQUIVALENT,2026-09-14T14:45:33Z
U2S2-0175,EQUIVALENT,2026-09-14T14:45:33Z
U2S2-0176,EQUIVALENT,2026-09-14T14:45:33Z
U2S2-0177,EQUIVALENT,2026-09-14T14:45:33Z
U2S2-0178,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0179,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0180,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0181,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0182,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0183,EQUIVALENT,2026-09-14T14:45:34Z
U2S2-0184,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0185,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0186,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0187,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0188,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0189,EQUIVALENT,2026-09-14T14:45:35Z
U2S2-0190,EQUIVALENT,2026-09-14T14:45:36Z
U2S2-0191,EQUIVALENT,2026-09-14T14:45:36Z
U2S2-0192,EQUIVALENT,2026-09-14T14:45:36Z
U2S2-0193,EQUIVALENT,2026-09-14T14:45:36Z
U2S2-0194,EQUIVALENT,2026-09-14T14:45:36Z
U2S2-0195,EQUIVALENT,2026-09-14T14:45:37Z
U2S2-0196,EQUIVALENT,2026-09-14T14:45:37Z
U2S2-0197,EQUIVALENT,2026-09-14T14:45:37Z
U2S2-0198,EQUIVALENT,2026-09-14T14:45:37Z
U2S2-0199,EQUIVALENT,2026-09-14T14:45:37Z
U2S2-0200,EQUIVALENT,2026-09-14T14:45:38Z
U2S2-0201,EQUIVALENT,2026-09-14T14:45:38Z
U2S2-0202,EQUIVALENT,2026-09-14T14:45:38Z
U2S2-0203,EQUIVALENT,2026-09-14T14:45:38Z
U2S2-0204,EQUIVALENT,2026-09-14T14:45:39Z
U2S2-0205,EQUIVALENT,2026-09-14T14:45:39Z
U2S2-0206,EQUIVALENT,2026-09-14T14:45:39Z
U2S2-0207,EQUIVALENT,2026-09-14T14:45:39Z
U2S2-0208,EQUIVALENT,2026-09-14T14:45:39Z
U2S2-0209,EQUIVALENT,2026-09-14T14:45:40Z
U2S2-0210,EQUIVALENT,2026-09-14T14:45:40Z
U2S2-0211,EQUIVALENT,2026-09-14T14:45:40Z
U2S2-0212,EQUIVALENT,2026-09-14T14:45:40Z
U2S2-0213,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0214,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0215,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0216,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0217,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0218,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0219,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0220,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0221,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0222,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0223,EQUIVALENT,2026-09-14T14:45:41Z
U2S2-0224,EQUIVALENT,2026-09-14T14:45:42Z
U2S2-0225,EQUIVALENT,2026-09-14T14:45:42Z
U2S2-0226,EQUIVALENT,2026-09-14T14:45:42Z
U2S2-0227,EQUIVALENT,2026-09-14T14:45:42Z
U2S2-0228,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0229,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0230,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0231,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0232,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0233,EQUIVALENT,2026-09-14T14:45:43Z
U2S2-0234,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0235,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0236,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0237,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0238,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0239,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0240,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0241,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0242,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0243,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0244,EQUIVALENT,2026-09-14T14:45:44Z
U2S2-0245,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0246,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0247,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0248,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0249,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0250,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0251,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0252,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0253,EQUIVALENT,2026-09-14T14:45:45Z
U2S2-0254,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0255,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0256,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0257,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0258,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0259,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0260,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0261,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0262,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0263,EQUIVALENT,2026-09-14T14:45:46Z
U2S2-0264,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0265,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0266,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0267,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0268,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0269,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0270,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0271,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0272,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0273,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0274,EQUIVALENT,2026-09-14T14:45:47Z
U2S2-0275,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0276,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0277,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0278,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0279,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0280,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0281,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0282,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0283,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0284,EQUIVALENT,2026-09-14T14:45:48Z
U2S2-0285,EQUIVALENT,2026-09-14T14:45:49Z
U2S2-0286,EQUIVALENT,2026-09-14T14:45:49Z
U2S2-0287,EQUIVALENT,2026-09-14T14:45:49Z
U2S2-0288,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0289,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0290,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0291,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0292,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0293,EQUIVALENT,2026-09-14T14:45:50Z
U2S2-0294,EQUIVALENT,2026-09-14T14:45:51Z
U2S2-0295,EQUIVALENT,2026-09-14T14:45:51Z
U2S2-0296,EQUIVALENT,2026-09-14T14:45:51Z
U2S2-0297,EQUIVALENT,2026-09-14T14:45:51Z
U2S2-0298,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0299,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0300,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0301,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0302,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0303,EQUIVALENT,2026-09-14T14:45:52Z
U2S2-0304,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0305,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0306,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0307,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0308,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0309,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0310,EQUIVALENT,2026-09-14T14:45:53Z
U2S2-0311,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0312,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0313,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0314,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0315,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0316,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0317,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0318,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0319,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0320,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0321,EQUIVALENT,2026-09-14T14:45:54Z
U2S2-0322,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0323,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0324,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0325,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0326,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0327,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0328,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0329,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0330,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0331,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0332,EQUIVALENT,2026-09-14T14:45:55Z
U2S2-0333,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0334,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0335,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0336,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0337,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0338,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0339,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0340,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0341,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0342,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0343,EQUIVALENT,2026-09-14T14:45:56Z
U2S2-0344,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0345,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0346,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0347,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0348,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0349,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0350,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0351,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0352,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0353,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0354,EQUIVALENT,2026-09-14T14:45:57Z
U2S2-0355,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0356,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0357,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0358,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0359,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0360,EQUIVALENT,2026-09-14T14:45:58Z
U2S2-0361,EQUIVALENT,2026-09-14T14:45:58Z
