benchmark,task_id,model_name,exp_name,family,rel_path
visualwebarena,visualwebarena.348,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string_url,cleaned/visualwebarena/GenericAgent-gpt-4o-2024-11-20/GenericAgent-gpt-4o-2024-11-20_on_visualwebarena/visualwebarena.348.json
visualwebarena,visualwebarena.resized.756,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.756.json
visualwebarena,visualwebarena.resized.750,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.750.json
visualwebarena,visualwebarena.resized.686,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.686.json
visualwebarena,visualwebarena.resized.756,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.756.json
visualwebarena,visualwebarena.resized.750,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.750.json
visualwebarena,visualwebarena.resized.328,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.328.json
visualwebarena,visualwebarena.resized.686,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.686.json
visualwebarena,visualwebarena.resized.302,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.302.json
visualwebarena,visualwebarena.resized.300,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.300.json
visualwebarena,visualwebarena.resized.125,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.125.json
visualwebarena,visualwebarena.resized.299,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.299.json
visualwebarena,visualwebarena.resized.120,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.120.json
visualwebarena,visualwebarena.resized.118,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.118.json
visualwebarena,visualwebarena.resized.297,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.297.json
visualwebarena,visualwebarena.resized.102,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.102.json
visualwebarena,visualwebarena.resized.98,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.98.json
visualwebarena,visualwebarena.resized.296,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.296.json
visualwebarena,visualwebarena.resized.93,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.93.json
visualwebarena,visualwebarena.resized.295,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.295.json
visualwebarena,visualwebarena.resized.91,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.91.json
visualwebarena,visualwebarena.resized.88,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.88.json
visualwebarena,visualwebarena.resized.294,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.294.json
visualwebarena,visualwebarena.resized.293,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.293.json
visualwebarena,visualwebarena.resized.64,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.64.json
visualwebarena,visualwebarena.resized.52,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.52.json
visualwebarena,visualwebarena.resized.292,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.292.json
visualwebarena,visualwebarena.756,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,cleaned/visualwebarena/GenericAgent-gpt-4o-2024-11-20/GenericAgent-gpt-4o-2024-11-20_on_visualwebarena/visualwebarena.756.json
visualwebarena,visualwebarena.resized.125,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.125.json
visualwebarena,visualwebarena.750,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,cleaned/visualwebarena/GenericAgent-gpt-4o-2024-11-20/GenericAgent-gpt-4o-2024-11-20_on_visualwebarena/visualwebarena.750.json
visualwebarena,visualwebarena.resized.120,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.120.json
visualwebarena,visualwebarena.resized.288,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.288.json
visualwebarena,visualwebarena.resized.118,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.118.json
visualwebarena,visualwebarena.resized.102,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.102.json
visualwebarena,visualwebarena.resized.286,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.286.json
visualwebarena,visualwebarena.resized.98,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.98.json
visualwebarena,visualwebarena.resized.93,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.93.json
visualwebarena,visualwebarena.resized.91,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.91.json
visualwebarena,visualwebarena.resized.88,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.88.json
visualwebarena,visualwebarena.resized.283,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.283.json
visualwebarena,visualwebarena.resized.64,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.64.json
visualwebarena,visualwebarena.resized.281,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.281.json
visualwebarena,visualwebarena.686,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,cleaned/visualwebarena/GenericAgent-gpt-4o-2024-11-20/GenericAgent-gpt-4o-2024-11-20_on_visualwebarena/visualwebarena.686.json
visualwebarena,visualwebarena.resized.280,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.280.json
visualwebarena,visualwebarena.resized.52,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-anthropic_claude-3.7-sonnet/GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized/visualwebarena.resized.52.json
visualwebarena,visualwebarena.resized.279,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.279.json
visualwebarena,visualwebarena.resized.247,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.247.json
visualwebarena,visualwebarena.resized.245,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.245.json
visualwebarena,visualwebarena.resized.244,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.244.json
visualwebarena,visualwebarena.resized.220,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,cleaned/visualwebarena/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct/GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized/visualwebarena.resized.220.json
