role,agent_file,task_id,n_scored,n_qualified,n_discard,hit_cap,confirmed_task,frame_index,in_discard,reason
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,91,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,92,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,93,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,94,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,99,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,100,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,101,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,102,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,107,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,108,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,109,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,110,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,115,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,116,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,117,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,118,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,120,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,121,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,122,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,123,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,124,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,125,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,126,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,131,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,132,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,133,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,136,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,137,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,138,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,139,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,140,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,141,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,142,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,144,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,147,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,148,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,149,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,150,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,153,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,154,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,155,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,156,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,157,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,158,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,159,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,162,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,163,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,164,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,166,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,167,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,169,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,170,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,171,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,172,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,173,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,174,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,175,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,177,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,178,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,179,1,all_discard
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,48,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,53,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,61,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,38,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,29,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,54,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,31,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,19,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,51,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,32,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,9,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,7,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,64,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,68,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,2,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,62,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,26,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,24,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,40,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,17,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,55,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,6,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,27,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,36,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,45,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,47,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,44,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,52,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,23,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,11,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,67,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,33,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,28,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,10,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,25,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,13,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,39,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,56,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,69,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,15,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,57,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,46,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,8,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,16,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,65,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,14,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,63,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,50,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,22,0,matched_keep
cap_hit,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,181,126,76,1,Find an English bulldog near zip code 90028 that was cared for by a private owner.,37,0,matched_keep
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",72,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",73,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",74,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",76,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",77,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",79,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",81,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",85,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",87,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",88,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",89,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",90,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",91,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",92,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",94,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",95,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",96,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",97,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",98,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",99,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",100,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",102,1,all_discard
cap_hit,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,180,134,84,1,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM.",103,1,all_discard
