agent_file,task_id,T,n_scored,n_qualified,n_keep,n_discard,hit_cap
agente_results.json,367d843c640637745e8fafa741cca13b,3,17,13,13,0,0
agente_results.json,367d843c640637745e8fafa741cca13b,4,17,0,0,0,0
agente_results.json,38203be65401943aea2179c4c680059a,2,11,5,5,0,0
agente_results.json,38203be65401943aea2179c4c680059a,3,11,4,4,0,0
agente_results.json,38203be65401943aea2179c4c680059a,4,11,1,1,0,0
agente_results.json,39c388cdc468688c8139cc2bb5157c13,2,13,8,8,0,0
agente_results.json,39c388cdc468688c8139cc2bb5157c13,3,13,8,8,0,0
agente_results.json,39c388cdc468688c8139cc2bb5157c13,4,13,3,3,0,0
agente_results.json,3adeea7627f4343069f38adae40f73d0,2,8,6,6,0,0
agente_results.json,3adeea7627f4343069f38adae40f73d0,3,8,5,5,0,0
agente_results.json,3adeea7627f4343069f38adae40f73d0,4,8,1,1,0,0
agente_results.json,3ae28b3c440efe87dc700480b78ac608,2,9,4,4,0,0
agente_results.json,3ae28b3c440efe87dc700480b78ac608,3,9,1,1,0,0
agente_results.json,3ae28b3c440efe87dc700480b78ac608,4,9,1,1,0,0
agente_results.json,3c1ffc3f494e423b3c434c79e35da8f3,2,23,10,10,0,0
agente_results.json,3c1ffc3f494e423b3c434c79e35da8f3,3,23,5,5,0,0
agente_results.json,3c1ffc3f494e423b3c434c79e35da8f3,4,23,1,1,0,0
agente_results.json,3dca7cbe7d086619d837ff9f5312cebc,2,7,0,0,0,0
agente_results.json,3dca7cbe7d086619d837ff9f5312cebc,3,7,0,0,0,0
agente_results.json,3dca7cbe7d086619d837ff9f5312cebc,4,7,0,0,0,0
agente_results.json,3ec0f6138d37fadcb989347a6088ec45,2,3,3,3,0,0
agente_results.json,3ec0f6138d37fadcb989347a6088ec45,3,3,3,3,0,0
agente_results.json,3ec0f6138d37fadcb989347a6088ec45,4,3,2,2,0,0
agente_results.json,3ef64f34eae59c9fac7ee9a4f18b4a0c,2,1,0,0,0,0
agente_results.json,3ef64f34eae59c9fac7ee9a4f18b4a0c,3,1,0,0,0,0
agente_results.json,3ef64f34eae59c9fac7ee9a4f18b4a0c,4,1,0,0,0,0
agente_results.json,3f312ae3efc3c3e90ababe050dd4e7ae,2,16,3,3,0,0
agente_results.json,3f312ae3efc3c3e90ababe050dd4e7ae,3,16,1,1,0,0
agente_results.json,3f312ae3efc3c3e90ababe050dd4e7ae,4,16,0,0,0,0
agente_results.json,4091bdd3fa64a5b0d912bc08eaf9c824,2,9,6,6,0,0
agente_results.json,4091bdd3fa64a5b0d912bc08eaf9c824,3,9,6,6,0,0
agente_results.json,4091bdd3fa64a5b0d912bc08eaf9c824,4,9,2,2,0,0
agente_results.json,415bf9da6f3db3a735ecbba3b0c76c15,2,27,20,20,0,0
agente_results.json,415bf9da6f3db3a735ecbba3b0c76c15,3,27,17,17,0,0
agente_results.json,415bf9da6f3db3a735ecbba3b0c76c15,4,27,4,4,0,0
agente_results.json,43a1ca251f11c6b0bdd0379766cc49e6,2,15,3,3,0,0
agente_results.json,43a1ca251f11c6b0bdd0379766cc49e6,3,15,2,2,0,0
agente_results.json,43a1ca251f11c6b0bdd0379766cc49e6,4,15,0,0,0,0
agente_results.json,442a450e696a96085257db6297891a4d,2,15,1,1,0,0
agente_results.json,442a450e696a96085257db6297891a4d,3,15,1,1,0,0
agente_results.json,442a450e696a96085257db6297891a4d,4,15,0,0,0,0
agente_results.json,4464a8421f8bc8786524a499258dfad3,2,15,11,11,0,0
agente_results.json,4464a8421f8bc8786524a499258dfad3,3,15,9,9,0,0
agente_results.json,4464a8421f8bc8786524a499258dfad3,4,15,6,6,0,0
agente_results.json,461ab9b0c7b20ac5f912704480979c65,2,9,7,7,0,0
agente_results.json,461ab9b0c7b20ac5f912704480979c65,3,9,4,4,0,0
agente_results.json,461ab9b0c7b20ac5f912704480979c65,4,9,1,1,0,0
agente_results.json,4639a54f3ab549864fd8d60b7398b1e1,2,14,6,6,0,0
agente_results.json,4639a54f3ab549864fd8d60b7398b1e1,3,14,2,2,0,0
agente_results.json,4639a54f3ab549864fd8d60b7398b1e1,4,14,0,0,0,0
agente_results.json,47186fac8e7c7277af01144644eb4e0b,2,3,1,1,0,0
agente_results.json,47186fac8e7c7277af01144644eb4e0b,3,3,1,1,0,0
agente_results.json,47186fac8e7c7277af01144644eb4e0b,4,3,1,1,0,0
agente_results.json,47b93b9e649eadeb8d96a6e3df715c2d,2,7,2,2,0,0
agente_results.json,47b93b9e649eadeb8d96a6e3df715c2d,3,7,2,2,0,0
agente_results.json,47b93b9e649eadeb8d96a6e3df715c2d,4,7,1,1,0,0
agente_results.json,47bfe8a7e0e4e7efc837287b407fbe90,2,17,5,5,0,0
agente_results.json,47bfe8a7e0e4e7efc837287b407fbe90,3,17,5,5,0,0
agente_results.json,47bfe8a7e0e4e7efc837287b407fbe90,4,17,1,1,0,0
agente_results.json,47e314cc452c540524ffb7cf520285a3,2,36,8,8,0,0
agente_results.json,47e314cc452c540524ffb7cf520285a3,3,36,0,0,0,0
agente_results.json,47e314cc452c540524ffb7cf520285a3,4,36,0,0,0,0
agente_results.json,48c73f3f53e2611c4a1052457c1033db,2,17,2,2,0,0
agente_results.json,48c73f3f53e2611c4a1052457c1033db,3,17,1,1,0,0
agente_results.json,48c73f3f53e2611c4a1052457c1033db,4,17,0,0,0,0
agente_results.json,4c186c6ed888d0c8d4cf4adb39443080,2,13,10,10,0,0
agente_results.json,4c186c6ed888d0c8d4cf4adb39443080,3,13,10,10,0,0
agente_results.json,4c186c6ed888d0c8d4cf4adb39443080,4,13,8,8,0,0
agente_results.json,4c572a627b53b0f9a734ab37f21819b8,2,11,4,4,0,0
agente_results.json,4c572a627b53b0f9a734ab37f21819b8,3,11,4,4,0,0
agente_results.json,4c572a627b53b0f9a734ab37f21819b8,4,11,3,3,0,0
agente_results.json,4d3157aab34b54e5f0c4b965dfe930f3,2,13,8,8,0,0
agente_results.json,4d3157aab34b54e5f0c4b965dfe930f3,3,13,7,7,0,0
agente_results.json,4d3157aab34b54e5f0c4b965dfe930f3,4,13,5,5,0,0
agente_results.json,4e0f5561a76478da87995dee00b09572,2,15,3,3,0,0
agente_results.json,4e0f5561a76478da87995dee00b09572,3,15,2,2,0,0
agente_results.json,4e0f5561a76478da87995dee00b09572,4,15,2,2,0,0
agente_results.json,4e3f6a538cc1f7321cfc50260db9545d,2,11,7,7,0,0
agente_results.json,4e3f6a538cc1f7321cfc50260db9545d,3,11,6,6,0,0
agente_results.json,4e3f6a538cc1f7321cfc50260db9545d,4,11,0,0,0,0
agente_results.json,4e801ba102dfaf22c7cf7a126b107609,2,13,9,9,0,0
agente_results.json,4e801ba102dfaf22c7cf7a126b107609,3,13,8,8,0,0
agente_results.json,4e801ba102dfaf22c7cf7a126b107609,4,13,4,4,0,0
agente_results.json,4f903626f632586fe4728d6664947bab,2,17,14,14,0,0
agente_results.json,4f903626f632586fe4728d6664947bab,3,17,14,14,0,0
agente_results.json,4f903626f632586fe4728d6664947bab,4,17,14,14,0,0
agente_results.json,502e864440283214e0180645015f568b,2,43,31,31,0,0
agente_results.json,502e864440283214e0180645015f568b,3,43,25,25,0,0
agente_results.json,502e864440283214e0180645015f568b,4,43,4,4,0,0
agente_results.json,50d91eabde542906937ab4c5b6f8f23a,2,13,2,2,0,0
agente_results.json,50d91eabde542906937ab4c5b6f8f23a,3,13,1,1,0,0
agente_results.json,50d91eabde542906937ab4c5b6f8f23a,4,13,1,1,0,0
agente_results.json,512fd4deab099b8dc0dcfc0ec48a3c63,2,7,3,3,0,0
agente_results.json,512fd4deab099b8dc0dcfc0ec48a3c63,3,7,3,3,0,0
agente_results.json,512fd4deab099b8dc0dcfc0ec48a3c63,4,7,0,0,0,0
agente_results.json,515f2e5811cfdd5e0e669e40f17886d8,2,9,8,8,0,0
agente_results.json,515f2e5811cfdd5e0e669e40f17886d8,3,9,6,6,0,0
agente_results.json,515f2e5811cfdd5e0e669e40f17886d8,4,9,3,3,0,0
agente_results.json,52efbab520734ef9bf7c09ba0f62cdc8,2,3,3,3,0,0
agente_results.json,52efbab520734ef9bf7c09ba0f62cdc8,3,3,3,3,0,0
agente_results.json,52efbab520734ef9bf7c09ba0f62cdc8,4,3,3,3,0,0
agente_results.json,547f5729c59d5d12a457a3ebb74c31c6,2,15,9,9,0,0
agente_results.json,547f5729c59d5d12a457a3ebb74c31c6,3,15,9,9,0,0
agente_results.json,547f5729c59d5d12a457a3ebb74c31c6,4,15,0,0,0,0
agente_results.json,561693d6eec7bbfba3fefe9e4b26decb,2,3,2,2,0,0
agente_results.json,561693d6eec7bbfba3fefe9e4b26decb,3,3,2,2,0,0
agente_results.json,561693d6eec7bbfba3fefe9e4b26decb,4,3,2,2,0,0
agente_results.json,56f8890a837c49f7df766b9c981646f3,2,6,3,3,0,0
agente_results.json,56f8890a837c49f7df766b9c981646f3,3,6,3,3,0,0
agente_results.json,56f8890a837c49f7df766b9c981646f3,4,6,2,2,0,0
agente_results.json,5916018d1cad999881018cac1216a692,2,9,6,6,0,0
agente_results.json,5916018d1cad999881018cac1216a692,3,9,2,2,0,0
agente_results.json,5916018d1cad999881018cac1216a692,4,9,0,0,0,0
agente_results.json,59912927c1fddee6ded8a49986896bc2,2,27,7,7,0,0
agente_results.json,59912927c1fddee6ded8a49986896bc2,3,27,5,5,0,0
agente_results.json,59912927c1fddee6ded8a49986896bc2,4,27,0,0,0,0
agente_results.json,59b7b990b4828bc305ab0d7ed6071b55,2,7,4,4,0,0
agente_results.json,59b7b990b4828bc305ab0d7ed6071b55,3,7,2,2,0,0
agente_results.json,59b7b990b4828bc305ab0d7ed6071b55,4,7,1,1,0,0
agente_results.json,5c00e9561eae94789443f405525a5869,2,7,2,2,0,0
agente_results.json,5c00e9561eae94789443f405525a5869,3,7,2,2,0,0
agente_results.json,5c00e9561eae94789443f405525a5869,4,7,1,1,0,0
agente_results.json,5dec0e6620849459f29e6465982c597e,2,11,9,9,0,0
agente_results.json,5dec0e6620849459f29e6465982c597e,3,11,8,8,0,0
agente_results.json,5dec0e6620849459f29e6465982c597e,4,11,7,7,0,0
agente_results.json,5e1b8254c123c80178cc28e0afdb14f0,2,5,4,4,0,0
agente_results.json,5e1b8254c123c80178cc28e0afdb14f0,3,5,4,4,0,0
agente_results.json,5e1b8254c123c80178cc28e0afdb14f0,4,5,4,4,0,0
agente_results.json,5e4e89c9b6fdaee7a41aca5601b82e04,2,5,2,2,0,0
agente_results.json,5e4e89c9b6fdaee7a41aca5601b82e04,3,5,1,1,0,0
agente_results.json,5e4e89c9b6fdaee7a41aca5601b82e04,4,5,1,1,0,0
agente_results.json,608c595eec271fa5dc03506923519994,2,9,0,0,0,0
agente_results.json,608c595eec271fa5dc03506923519994,3,9,0,0,0,0
agente_results.json,608c595eec271fa5dc03506923519994,4,9,0,0,0,0
agente_results.json,60cbbbd58eb9d28b053aef945f464228,2,3,3,3,0,0
agente_results.json,60cbbbd58eb9d28b053aef945f464228,3,3,2,2,0,0
agente_results.json,60cbbbd58eb9d28b053aef945f464228,4,3,0,0,0,0
agente_results.json,6174e5ddd40cfbdc33ee1502f40bac39,2,11,7,7,0,0
agente_results.json,6174e5ddd40cfbdc33ee1502f40bac39,3,11,0,0,0,0
agente_results.json,6174e5ddd40cfbdc33ee1502f40bac39,4,11,0,0,0,0
agente_results.json,627f7a18d85f29a687234f1ade4585c2,2,5,4,4,0,0
agente_results.json,627f7a18d85f29a687234f1ade4585c2,3,5,4,4,0,0
agente_results.json,627f7a18d85f29a687234f1ade4585c2,4,5,4,4,0,0
